book_id,isbn,isbn13,authors,original_publication_year,original_title,title,average_rating
8230,1451672721,9781451672720,Chris Cleave,2012,Gold,Gold,3.68
8231,1554682746,9781554682740,Lesley Livingston,2009,Wondrous Strange,"Wondrous Strange (Wondrous Strange, #1)",3.69
8232,60731427,9780060731430,Franklin Foer,2004,How Soccer Explains the World: An Unlikely Theory of Globalization,How Soccer Explains the World,3.76
8233,141183047,9780141183050,"Fernando Pessoa, Richard Zenith",1913,Livro do Desassossego,The Book of Disquiet,4.5
8234,1401232086,9781401232080,"Geoff Johns, Gary Frank, Jon Sibal, Brad Anderson, Rob Leigh",2012,"Batman: Earth One, Volume 1","Batman: Earth One, Volume 1",4.06
8236,425204332,9780425204340,MaryJanice Davidson,2005,Undead and Unappreciated,"Undead and Unappreciated (Undead, #3)",3.88
8237,1455525898,9781455525900,"Douglas Preston, Lincoln Child",2014,Blue Labyrinth,"Blue Labyrinth (Pendergast, #14)",4.11
8238,670022209,9780670022200,Manning Marable,2011,Malcolm X: A Life of Reinvention,Malcolm X: A Life of Reinvention,4.2
8239,60723513,9780060723510,Marlo Morgan,1990,Mutant Message Down Under,Mutant Message Down Under,3.79
8240,440244501,9780440244510,Lara Adrian,2009,Ashes of Midnight,"Ashes of Midnight (Midnight Breed, #6)",4.19
8241,081091610X,9780810916100,"Michael Buckley, Peter Ferguson",2007,Once Upon a Crime,"Once Upon a Crime (The Sisters Grimm, #4)",4.26
8242,891343377,9780891343370,Bert Dodson,1985,Keys to Drawing,Keys to Drawing,4.0
8243,1401213162,9781401213170,"Bill Willingham, Mark Buckingham, Steve Leialoha, Andrew Pepoy, Gene Ha, Joshua Middleton, Iñaki Miranda, Mike Allred",2007,"Fables, Volume 9: Sons of Empire","Fables, Vol. 9: Sons of Empire",4.24
8244,451461991,9780451462000,Karen Chance,2008,Embrace the Night,"Embrace the Night (Cassandra Palmer, #3)",4.09
8245,586026193,9780586026200,Len Deighton,1962,The Ipcress File,"The Ipcress File (Secret File, #1)",3.94
8246,679450815,9780679450820,"Marion Cunningham, Fannie Merritt Farmer, Archibald Candy Corporation",1979,The Boston Cooking-School Cook Book 1896,The Fannie Farmer Cookbook: Anniversary,4.1
8249,156478214X,9781564782140,Flann O'Brien,1967,The Third Policeman,The Third Policeman,4.02
8250,375424490,9780375424500,Alexander McCall Smith,2009,Tea Time for the Traditionally Built,"Tea Time for the Traditionally Built (No. 1 Ladies' Detective Agency, #10)",4.11
8251,60827629,9780060827620,Erin Hunter,2006,"Starlight (Warriors: The New Prophecy, #4)","Starlight (Warriors: The New Prophecy, #4)",4.28
8253,867199032,9780867199030,"Hergé, Leslie Lonsdale-Cooper, Michael Turner",1930,Tintin au pays des Soviets,Tintin in the Land of the Soviets (Tintin #1),3.67
8254,1439102414,9781439102410,Kathy Reichs,2011,Flash and Bones,"Flash and Bones (Temperance Brennan, #14)",3.86
8255,1594206627,9781594206630,Ottessa Moshfegh,2015,Eileen,Eileen,3.38
8256,142333745X,9781423337450,J.D. Robb,2007,Creation in Death ,"Creation in Death (In Death, #25)",4.34
8257,670062405,9780670062410,Anna Dewdney,2007,Llama Llama Mad at Mama,Llama Llama Mad at Mama,4.28
8258,345547497,9780345547490,Karin Slaughter,2014,Cop Town,Cop Town,3.88
8259,810949792,9780810949800,"Nicholas Ganz, Tristan Manco",2004,Graffiti World: Street Art from Five Continents,Graffiti World: Street Art from Five Continents,4.01
8260,399216197,9780399216190,Ed Young,1989,Lon Po Po,Lon Po Po: A Red-Riding Hood Story from China,4.03
8261,316065765,9780316065760,Anita Amirrezvani,2007,The Blood of Flowers,The Blood of Flowers,3.95
8262,140367357,9780140367360,E. Nesbit,1902,Five Children and It ,"Five Children and It (Five Children, #1)",3.88
8264,671000314,9780671000320,Clive Cussler,1985,"Flood Tide (Dirk Pitt, #14)","Flood Tide (Dirk Pitt, #14)",3.88
8265,62380877,9780062380880,Victoria Schwab,2016,This Savage Song,"This Savage Song (Monsters of Verity, #1)",4.14
8266,62003941,9780062003940,"L.J. Smith, Kevin Williamson, Julie Plec",2011,Bloodlust,"Bloodlust (The Vampire Diaries: Stefan's Diaries, #2)",4.05
8268,1481404547,9781481404550,Morgan Matson,2016,The Unexpected Everything,The Unexpected Everything,4.07
8269,727853414,9780727853420,"Anne Rampling, Anne Rice",1985,Exit to Eden,Exit to Eden,3.55
8270,1423121716,9781423121720,"Mary-Jane Knight, Rick Riordan",2010,Percy Jackson: The Ultimate Guide,Percy Jackson & the Olympians:  The Ultimate Guide,4.12
8271,802120202,9780802120200,G. Willow Wilson,2012,Alif the Unseen,Alif the Unseen,3.84
8272,345465296,9780345465290,"Robert Foster, J.R.R. Tolkien",1974,The Complete Guide to Middle-Earth,The Complete Guide to Middle-Earth,4.17
8273,1451655789,9781451655780,Lucinda Riley,2010,Hothouse Flower,The Orchid House,3.8
8274,1533134138,9781533134130,Amy Harmon,2016,The Bird and the Sword,"The Bird and the Sword (The Bird and the Sword Chronicles, #1)",4.29
8275,1857231082,9781857231080,Terry Brooks,1987,The Black Unicorn ,"The Black Unicorn (Magic Kingdom of Landover, #2)",3.75
8276,743487672,9780743487670,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",1899,The Awakening and Selected Short Stories,The Awakening and Selected Stories,3.84
8277,316113786,9780316113790,Uwem Akpan,2008,Say You're One of Them,Say You're One of Them,3.49
8278,547229895,9780547229900,Elly Griffiths,2009,The Crossing Places,"The Crossing Places (Ruth Galloway, #1)",3.87
8279,152024174,9780152024180,Roland Smith,2007,Peak,Peak (Peak #1),3.98
8280,99448874,9780099448880,"Henning Mankell, Ebba Segerberg",1997,Steget efter,"One Step Behind  (Kurt Wallander, #7)",4.08
8281,553264907,9780553264910,Frederick Forsyth,1979,The Devil's Alternative,The Devil's Alternative,4.0
8283,670038318,9780670038310,C.J. Sansom,2006,Sovereign ,"Sovereign (Matthew Shardlake, #3)",4.28
8284,749932945,9780749932950,Sandra Brown,1999,Envy,Envy,4.15
8285,1401212409,9781401212410,"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang",2005,Batman: Batman and Son,Batman and Son,3.81
8286,684800012,9780684800010,Harold McGee,1984,On Food and Cooking: The Science and Lore of the Kitchen,On Food and Cooking: The Science and Lore of the Kitchen,4.48
8287,810993589,9780810993590,"Michael Buckley, Peter Ferguson",2007,Magic and Other Misdemeanors,"Magic and Other Misdemeanors (The Sisters Grimm, #5)",4.29
8288,345519477,9780345519470,Maya Banks,2011,In Bed with a Highlander,"In Bed with a Highlander (McCabe Trilogy, #1)",4.05
8289,679736638,9780679736640,William Styron,1967,The Confessions of Nat Turner,The Confessions of Nat Turner,3.96
8290,1580628362,9781580628360,Jodee Blanco,2003,Please Stop Laughing at Me... One Woman's Inspirational Story,Please Stop Laughing at Me... One Woman's Inspirational Story,3.84
8292,184756190X,9781847561910,Gemma Burgess,2011,A Girl Like You,A Girl Like You,3.95
8294,765309416,9780765309420,John Scalzi,2006,The Android's Dream,The Android's Dream,3.97
8295,743217187,9780743217190,Isabel Allende,1988,Cuentos de Eva Luna,The Stories of Eva Luna,3.96
8296,767901576,9780767901570,Lama Surya Das,1997,Awakening the Buddha Within : Tibetan Wisdom for the Western World,Awakening the Buddha Within: Tibetan Wisdom for the Western World,4.18
8298,316014532,9780316014530,Sara Zarr,2007,Story of a Girl,Story of a Girl,3.67
8301,399158812,9780399158810,J.D. Robb,2012,Delusion in Death,"Delusion in Death (In Death, #35)",4.31
8302,743435745,9780743435740,David Weber,1994,Field of Dishonor,"Field of Dishonor (Honor Harrington, #4)",4.19
8303,1936365537,9781936365530,David Byrne,2012,How Music Works,How Music Works,3.95
8304,1250019699,9781250019690,Mary Kay Andrews,2014,Save the Date,Save the Date,3.87
8305,965913228,9780965913220,Paul Auster,2004,Oracle Night,Oracle Night,3.77
8306,575073608,9780575073610,Jack Finney,1970,Time and Again,"Time and Again (Time, #1)",3.98
8308,882706306,9780882706310,"Nicky Cruz, Jamie Buckingham",1969,Run Baby Run,Run Baby Run,4.21
8309,452264014,9780452264010,August Wilson,1986,Fences (The Century Cycle #6),Fences (The Century Cycle #6),3.84
8310,340863684,9780340863690,Richard Wurmbrand,1940,Tortured for Christ,Tortured for Christ N/E,4.34
8311,1250076927,9781250076920,Lynda Cohen Loigman,2016,The Two-Family House,The Two-Family House,3.94
8312,6280943,9780006280940,C.S. Lewis,1947,Miracles: A Preliminary Study,Miracles,4.08
8313,1598878735,9781598878740,"Daniel Coyle, John Farrell",2009,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else","The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else",4.07
8314,670016381,9780670016390,Elizabeth Little,2014,Dear Daughter,Dear Daughter,3.44
8316,140284125,9780140284130,P.G. Wodehouse,1923,The Inimitable Jeeves ,"The Inimitable Jeeves (Jeeves, #2)",4.26
8317,786901896,9780786901890,"Margaret Weis, Tracy Hickman",1995,Dragons of Summer Flame,"Dragons of Summer Flame (Dragonlance: The Second Generation, #2)",3.84
8318,446402400,9780446402410,Tom Rob Smith,2009,The Secret Speech,"The Secret Speech (Leo Demidov, #2)",3.78
8319,307272583,9780307272580,Carl Hiaasen,2010,Star Island,"Star Island (Skink, #6)",3.44
8320,345495160,9780345495170,China Miéville,2007,Un Lun Dun,Un Lun Dun,3.81
8321,1421506262,9781421506260,"Tsugumi Ohba, Takeshi Obata",2005,"デスノート #5 (Desu Nōto) Hakushi (白紙,) ","Death Note, Vol. 5: Whiteout (Death Note, #5)",4.35
8322,1401324436,9781401324440,Richard Castle,2011,Heat Rises,"Heat Rises (Nikki Heat, #3)",3.92
8323,805080759,9780805080760,David Simon,1991,Homicide: A Year on the Killing Streets,Homicide: A Year on the Killing Streets,4.38
8324,425183238,9780425183240,"Benedict Freedman, Nancy Freedman",1947,Mrs. Mike,"Mrs. Mike (Mrs. Mike, #1)",4.13
8325,1476791619,9781476791620,Connor Franta,2015,A Work in Progress,A Work in Progress,4.36
8326,62285505,9780062285510,Rene Denfeld,2014,The Enchanted,The Enchanted,3.96
8327,718155181,9780718155190,Paul  Hoffman,2010,The Left Hand of God ,"The Left Hand of God (The Left Hand of God, #1)",3.66
8328,006221635X,9780062216360,Katie Cotugno,2013,How to Love,How to Love,3.73
8329,375758232,9780375758230,Adam Gopnik,2000,Paris to the Moon,Paris to the Moon,3.75
8330,385613504,9780385613510,Jenny Downham,2010,You Against Me,You Against Me,3.7
8331,439717000,9780439717010,Ann M. Martin,2005,A Dog's Life: Autobiography of a Stray,A Dog's Life: The Autobiography of a Stray,4.18
8332,439441722,9780439441730,Tamora Pierce,2005,The Will of the Empress,"The Will of the Empress (Circle Reforged, #1)",4.15
8333,345530411,9780345530420,"Tyler Hamilton, Daniel Coyle",2012,"The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs","The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs",4.32
8334,142002038,9780142002030,Ian Fleming,1958,Dr. No,"Doctor No (James Bond, #6)",3.76
8335,62291408,9780062291400,"Isabel Allende, Oliver Brock, Frank Wynne",2013,El juego de Ripper,Ripper,3.24
8337,141181362,9780141181360,Robertson Davies,1970,Fifth Business,Fifth Business,4.04
8338,618829253,9780618829260,"Alan    Richardson, Karen Tack",2008,"Hello, Cupcake!: Irresistibly Playful Creations Anyone Can Make","Hello, Cupcake",4.05
8340,752865366,9780752865360,Maeve Binchy,2004,Nights of Rain and Stars,Nights of Rain and Stars,3.67
8341,61944394,9780061944390,Lincoln Peirce,2009,Big Nate on a Roll,"Big Nate on a Roll (Big Nate Novels, #3)",4.32
8342,1467964409,9781467964400,Catherine Bybee,2011,Wife by wednesday,"Wife by Wednesday (The Weekday Brides, #1)",3.77
8343,804467250,9780804467250,"Dick Riley, Pam McAllister, Bruce Cassiday",1979,"The  Bedside, Bathtub and Armchair Companion to Agatha Christie","The New Bedside, Bathtub and Armchair Companion to Agatha Christie",4.23
8345,1451650051,9781451650050,Kresley Cole,2012,"Shadow's Claim (The Dacians, #1)","Shadow's Claim (Immortals After Dark, #13; The Dacians, #1)",4.28
8346,034553283X,9780345532830,Kelly Corrigan,2014,Glitter and Glue,Glitter and Glue,3.76
8347,805077642,9780805077640,"Walter Lord, Nathaniel Philbrick",1955,A Night to Remember,A Night to Remember,4.0
8348,393062627,9780393062620,Brady Udall,2010,The Lonely Polygamist,The Lonely Polygamist,3.5
8349,446677167,9780446677160,Carl Hiaasen,1995,Stormy Weather,Stormy Weather,3.94
8350,739318926,9780739318930,"Richard Russo, Arthur Morey",2009,That Old Cape Magic,That Old Cape Magic,3.3
8351,425227944,9780425227950,Maya Banks,2010,The Darkest Hour,"The Darkest Hour (KGI, #1)",4.17
8352,038553504X,9780385535040,Donald Ray Pollock,2011,The Devil All the Time,The Devil All the Time,4.09
8354,60827645,9780060827650,Erin Hunter,2006,Twilight,"Twilight (Warriors: The New Prophecy, #5)",4.3
8355,1400033888,9781400033880,Orhan Pamuk,2003,İstanbul: Hatıralar ve Şehir,Istanbul: Memories and the City,3.77
8356,452286107,9780452286110,"Clare Naylor, Mimi Hare",2004,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,3.52
8357,140436146,9780140436140,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",1844,The Life and Adventures of Martin Chuzzlewit,Martin Chuzzlewit,3.82
8358,043985802X,9780439858020,John Marsden,1996,"Darkness, Be My Friend","Darkness, Be My Friend (Tomorrow, #4)",4.11
8360,449206521,9780449206520,James A. Michener,1947,Tales of the South Pacific,Tales of the South Pacific,4.03
8361,330487140,9780330487150,V.S. Naipaul,1979,A Bend in the River,A Bend in the River,3.77
8362,553447432,9780553447440,Matthew Desmond,2016,Evicted: Poverty and Profit in the American City,Evicted: Poverty and Profit in the American City,4.48
8365,1447256239,9781447256240,Genevieve Cogman,2015,The Invisible Library,"The Invisible Library (The Invisible Library, #1)",3.73
8366,449911608,9780449911600,Anne Tyler,1991,Saint Maybe,Saint Maybe,3.88
8368,618665455,9780618665460,Mary Downing Hahn,2007,Deep and Dark and Dangerous: A Ghost Story,Deep and Dark and Dangerous (A Ghost Story),4.22
8369,1416554955,9781416554950,"Melissa Anelli, J.K. Rowling",2008,"Harry, A History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon","Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon",4.09
8370,545054745,9780545054740,Francisco X. Stork,2008,Marcelo in the Real World,Marcelo in the Real World,3.95
8371,451190556,9780451190550,Stephen King,1996,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix","The Green Mile, Part 4: The Bad Death of Eduard Delacroix",4.52
8373,439925509,9780439925500,Brandon Sanderson,2007,Alcatraz Versus the Evil Librarians,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)",3.87
8374,145210655X,9781452106560,Jeffrey Brown,2012,Darth Vader and Son,Darth Vader and Son,4.14
8375,068482471X,9780684824710,Daniel C. Dennett,1995,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Darwin's Dangerous Idea: Evolution and the Meanings of Life,4.03
8376,8370541291,9788370541290,Andrzej Sapkowski,1999,Pani Jeziora,"Pani Jeziora (Saga o Wiedźminie, #7)",4.28
8377,042518546X,9780425185470,C.J. Box,2001,Open Season,"Open Season (Joe Pickett, #1)",3.91
8378,1599908735,9781599908730,Shannon Hale,2012,Palace of Stone,"Palace of Stone (Princess Academy, #2)",3.95
8379,812997530,9780812997540,Jill Alexander Essbaum,2015,Hausfrau,Hausfrau,3.24
8380,751534552,9780751534560,Amanda Brown,2001,Legally Blonde,Legally Blonde,3.68
8382,006054094X,9780060540940,Gavin Menzies,2002,1421: The Year China Discovered America,1421: The Year China Discovered America,3.58
8383,374386153,9780374386150,"Hope Larson, Madeleine L'Engle",2012,A Wrinkle in Time: The Graphic Novel,A Wrinkle in Time: The Graphic Novel,3.95
8384,679767959,9780679767950,Nora Ephron,1983,Heartburn,Heartburn,3.57
8385,316211338,9780316211340,Liza Klaussmann,2012,Tigers in Red Weather,Tigers in Red Weather,3.42
8386,451210743,9780451210750,Ken Follett,2002,Hornet Flight,Hornet Flight,3.83
8387,99464691,9780099464690,"Henning Mankell, Laurie Thompson",1993,Den vita lejoninnan,"The White Lioness (Kurt Wallander, #3)",3.84
8388,553290983,9780553290980,"Margaret Weis, Tracy Hickman",1990,"Elven Star (The Death Gate Cycle, #2)","Elven Star (The Death Gate Cycle, #2)",3.98
8389,802170374,9780802170380,Sherman Alexie,2007,Flight: A Novel,Flight,3.89
8390,631231277,9780631231270,"Ludwig Wittgenstein, G.E.M. Anscombe",1953,Philosophische Untersuchungen,Philosophical Investigations,4.23
8393,312187149,9780312187150,Bernard Cornwell,1996,Enemy of God,"Enemy of God (The Warlord Chronicles, #2)",4.38
8396,609804618,9780609804610,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",1998,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,4.18
8397,60521600,9780060521610,James Rollins,2003,Ice Hunt,Ice Hunt,4.04
8398,425212017,9780425212010,Laurell K. Hamilton,2006,Strange Candy,"Strange Candy (Anita Blake, Vampire Hunter #0.5)",3.74
8399,312997124,9780312997120,Jeffrey Archer,1983,First Among Equals,First Among Equals,3.87
8400,553374117,9780553374120,Stephen Hawking,1993,Black Holes and Baby Universes and Other Essays,Black Holes and Baby Universes,4.09
8401,6473296,9780006473300,Stephen R. Donaldson,1977,"The Chronicles of Thomas Covenant, the Unbeliever","The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)",3.78
8402,425243915,9780425243920,Nalini Singh,2011,Archangel's Blade,"Archangel's Blade (Guild Hunter, #4)",4.26
8403,671739166,9780671739160,Will Durant,1926,The Story of Philosophy,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,4.09
8404,679724532,9780679724540,Elaine Pagels,1979,The Gnostic Gospels,The Gnostic Gospels,3.93
8405,385338902,9780385338900,Jonathan Tropper,2007,How to Talk to a Widower,How to Talk to a Widower,3.97
8406,345324390,9780345324400,Edgar Rice Burroughs,1913,The Gods of Mars,"The Gods of Mars (Barsoom, #2)",3.86
8407,1442364459,9781442364460,"Vince Flynn, Kyle Mills, Armand Schultz",2015,The Survivor,"The Survivor (Mitch Rapp, #14)",4.2
8409,802122515,9780802122510,Roxane Gay,2014,An Untamed State,An Untamed State,4.05
8410,374116342,9780374116350,Tim Winton,2008,Breath,Breath,3.8
8411,890420254,9780890420260,American Psychiatric Association,1952,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR (Text Revision),Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR,3.87
8412,6514944,9780006514950,Laurie R. King,1995,A Monstrous Regiment of Women,"A Monstrous Regiment of Women (Mary Russell, #2)",4.04
8413,312850530,9780312850530,Orson Scott Card,1995,Alvin Journeyman (Tales of Alvin Maker #4),"Alvin Journeyman (Tales of Alvin Maker, #4)",3.72
8414,1423183096,9781423183100,Elizabeth Wein,2013,Rose Under Fire,"Rose Under Fire (Code Name Verity, #2)",4.13
8415,1413903177,9781413903170,"Kiyohiko Azuma, あずま きよひこ",2003,よつばと! 1,"Yotsuba&!, Vol. 01 (Yotsuba&! #1)",4.34
8416,803283857,9780803283860,"Black Elk, John G. Neihardt",1932,Black Elk Speaks,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,4.13
8417,385529376,9780385529370,Ben Mezrich,2009,"The Accidental Billionaires: The Founding of Facebook: A Tale of Sex, Money, Genius and Betrayal","The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius and Betrayal",3.5
8418,034083384X,9780340833840,Jeffery Deaver,2007,The Sleeping Doll,"The Sleeping Doll (Kathryn Dance, #1)",3.92
8419,084394952X,9780843949520,Christine Feehan,2002,Dark Legend,"Dark Legend (Dark, #8)",4.33
8420,1401200605,9781401200600,"Jeph Loeb, Jim Lee, Scott Williams",2002,Batman Hush #1,"Batman: Hush, Vol. 1",4.1
8421,778313654,9780778313660,Heather Gudenkauf,2012,One Breath Away,One Breath Away,3.98
8422,743292511,9780743292510,Greg Iles,2009,The Devil's Punchbowl,The Devil's Punchbowl,4.05
8423,142500593,9780142500590,Sara Ryan,2001,Empress of the World,"Empress of the World (Battle Hall Davies, #1)",3.73
8424,345507460,9780345507460,Jim Butcher,2008,Welcome to the Jungle,"Welcome to the Jungle (The Dresden Files, #0.5)",4.09
8425,553803190,9780553803200,Connie Willis,2010,Blackout,"Blackout (All Clear, #1)",3.83
8427,307393879,9780307393880,Alice Hoffman,2011,The Red Garden,The Red Garden,3.69
8428,1405204664,9781405204670,Jean de Brunhoff,1933,Le Roi Babar,Babar the King,4.18
8429,006174266X,9780061742670,Gordon Korman,2012,Ungifted,Ungifted,4.0
8430,1400031605,9781400031600,Michael Frayn,1982,Noises Off,Noises Off,4.18
8431,440225450,9780440225450,Harlan Coben,1999,The Final Detail,The Final Detail (Myron Bolitar #6),4.0
8432,380817934,9780380817930,Dan Simmons,2005,Olympos,"Olympos (Ilium, #2)",3.93
8433,802715524,9780802715520,Tom Standage,2005,A History of the World in 6 Glasses,A History of the World in 6 Glasses,3.74
8435,446697435,9780446697440,Robert Hicks,2005,The Widow of the South,The Widow of the South,3.75
8437,1414358466,9781414358470,"Randy Alcorn, Alex Kendrick, Stephen Kendrick",2011,Courageous,Courageous,4.53
8438,763644102,9780763644110,"Kate DiCamillo, Yoko Tanaka",2009,The Magician's Elephant,The Magician's Elephant,3.82
8439,345477243,9780345477250,Anne Tyler,2001,Back When We Were Grownups,Back When We Were Grownups,3.51
8440,097496090X,9780974960910,James Joyce,1914,The Dead,The Dead,4.09
8443,1606840584,9781606840580,Bree Despain,2010,The Lost Saint,"The Lost Saint (The Dark Divine, #2)",4.04
8444,553807145,9780553807140,Dean Koontz,2009,Relentless,Relentless,3.71
8445,038070613X,9780380706140,Stephen R. Lawhead,1987,Taliesin. Book I of the Pendragon Cycle,"Taliesin (The Pendragon Cycle, #1)",3.98
8448,812532597,9780812532590,Orson Scott Card,1992,The Memory of Earth,"The Memory of Earth (Homecoming, #1)",3.56
8449,006170654X,9780061706550,Dolen Perkins-Valdez,2009,Wench,Wench,3.68
8450,451412702,9780451412710,Karen Chance,2009,Curse the Dawn,"Curse the Dawn (Cassandra Palmer, #4)",4.16
8451,805423516,9780805423520,Beth Moore,2000,Praying God's Word: Breaking Free From Spiritual Strongholds,Praying God's Word: Breaking Free From Spiritual Strongholds,4.45
8452,679772669,9780679772670,Michael Ondaatje,1987,In the Skin of a Lion,In the Skin of a Lion,3.88
8454,5559608475,9785559608470,"Jack Welch, John A. Byrne, Mike Barnicle",2001,Jack: Straight from the Gut,Jack: Straight from the Gut,3.79
8455,60256575,9780060256580,Shel Silverstein,1981,The Missing Piece Meets the Big O,The Missing Piece Meets the Big O ,4.32
8456,60997028,9780060997020,"Milan Kundera, Aaron Asher",1969,Život je jinde,Life is Elsewhere,3.95
8457,345468694,9780345468700,Anna Quindlen,2002,Blessings,Blessings,3.56
8458,373776985,9780373776990,Gena Showalter,2012,Wicked Nights,"Wicked Nights (Angels of the Dark, #1)",4.11
8460,886774012,9780886774010,Mercedes Lackey,1990,Magic's Promise,Magic's Promise (Valdemar: Last Herald-Mage #2),4.2
8462,545415071,9780545415070,Meg Cabot,2012,Underworld,"Underworld (Abandon, #2)",3.89
8463,1416575642,9781416575640,Mark Bittman,2008,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes,3.97
8464,340752475,9780340752470,Rosamunde Pilcher,1995,Coming Home,Coming Home,4.27
8465,842332359,9780842332350,"Tim LaHaye, Jerry B. Jenkins",2004,Glorious Appearing: The End of Days,"Glorious Appearing: The End of Days (Left Behind, #12)",3.96
8467,399159312,9780399159310,John Sandford,2013,Silken Prey,"Silken Prey (Lucas Davenport, #23)",4.16
8469,679759328,9780679759320,Anita Brookner,1984,Hotel du Lac,Hotel du Lac,3.56
8470,452276721,9780452276730,Pat Barker,1995,The Ghost Road,"The Ghost Road (Regeneration, #3)",4.11
8471,553211587,9780553211580,Mark Twain,1893,The Tragedy of Puddn'head Wilson,Pudd'nhead Wilson,3.74
8472,1888009039,9781888009030,"Aristotle, Joe Sachs",-330,τὰ μετὰ τὰ φυσικά,Metaphysics,4.0
8473,1250021529,9781250021530,Emily Murdoch,2013,If You Find Me,If You Find Me,4.06
8474,044669570X,9780446695700,Carl Hiaasen,1991,Native Tongue,"Native Tongue (Skink, #2)",3.94
8475,312147015,9780312147010,Sandra Dallas,1995,The Persian Pickle Club,The Persian Pickle Club,3.78
8476,373210043,9780373210050,Rachel Vincent,2009,My Soul to Save,"My Soul to Save (Soul Screamers, #2)",3.98
8478,689717385,9780689717380,"Cynthia Rylant, Stephen Gammell",1985,The Relatives Came,The Relatives Came,4.2
8479,340682388,9780340682390,Siri Hustvedt,2002,What I Loved,What I Loved,4.02
8481,1416983309,9781416983310,Ellen Hopkins,2012,Tilt,Tilt,4.2
8482,345491149,9780345491140,Todd J. McCaffrey,2008,Dragonheart (Dragonriders of Pern),"Dragonheart (Pern, #21)",4.14
8484,142401447,9780142401450,Brian Jacques,1996,The Pearls of Lutra,"Pearls of Lutra (Redwall, #9)",3.99
8485,670020478,9780670020480,"Ken Robinson, Lou Aronica",2009,The Element: A New View of Human Capacity,The Element: How Finding Your Passion Changes Everything,3.89
8486,670025771,9780670025770,Geraldine Brooks,2015,The Secret Chord,The Secret Chord,3.55
8488,1482658143,9781482658150,Amy Harmon,2013,A Different Blue,A Different Blue,4.22
8489,1416544186,9781416544180,Chuck Klosterman,2008,Downtown Owl,Downtown Owl,3.53
8490,345459210,9780345459210,William C. Dietz,2003,The Flood,Halo: The Flood,3.69
8491,345397673,9780345397680,Terry Brooks,2001,Antrax,"Antrax (Voyage of the Jerle Shannara, #2)",3.94
8492,375755195,9780375755190,Billy Collins,2001,Sailing Alone Around the Room: New and Selected Poems,Sailing Alone Around the Room: New and Selected Poems,4.24
8493,62048546,9780062048550,Anna Carey,2012,Once,"Once (Eve, #2)",3.9
8495,671876465,9780671876460,Lois McMaster Bujold,1994,Mirror Dance,"Mirror Dance (Vorkosigan Saga, #8)",4.32
8496,312363044,9780312363050,"Jennifer Crusie, Bob Mayer",2007,Agnes and the Hitman,Agnes and the Hitman,3.93
8497,1596914521,9781596914520,"Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna",2009,Logicomix: An Epic Search for Truth,Logicomix: An epic search for truth,4.01
8498,2246760011,9782246760020,Laurent Binet,2009,HHhH,HHhH,4.07
8499,62305190,9780062305190,Kate Andersen Brower,2015,The Residence: Inside the Private World of the White House,The Residence: Inside the Private World of the White House,3.75
8501,345540875,9780345540870,Lori Nelson Spielman,2013,The Life List,The Life List,4.08
8502,61797081,9780061797090,Kelley Armstrong,2013,The Rising,"The Rising (Darkness Rising, #3)",4.13
8503,679417370,9780679417380,"Thomas Mann, John E. Woods, T.J. Reed",1901,Buddenbrooks: Verfall einer Familie,Buddenbrooks: The Decline of a Family,4.13
8504,1406507881,9781406507880,Anton Chekhov,1897,Дядя Ваня,Uncle Vanya,3.84
8505,031609739X,9780316097390,"James Patterson, Richard DiLallo",2011,The Christmas Wedding,The Christmas Wedding,3.32
